Match #,Date,Time,Home Club,Home Team,Home Score,Away Club,Away Team,Away Score,Location,Division,Age,Gender,Status,Event Name
1290,05/03/2026,13:00 EDT,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),1,Fulton United,Force B U18B,1,MSYSL Fields - Field 4,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
26,05/03/2026,13:00 EDT,Colonie,Colonie U8 Garnet,,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),,Gavin Park - MDC (U8) Field D1,U8 - Alabama,8,Coed,"",May Day Classic 2026
1259,05/03/2026,16:15 EDT,FC Dutchmen,FC Dutchmen Surf RISING 2016 boys,8,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),1,Dicaprio Park - Field 11,Division 3,10,Male,"",CDYSL 2026 Spring Season
808,05/03/2026,17:45 EDT,Colonie,Colonie U14 Boys Garnet,0,Mechanicville-Stillwater,MSUSC U14 Boys (Spring 2026),3,lisha kill sports complex Colonie Soccer Club - 10,Division 3,14,Male,Forfeit,CDYSL 2026 Spring Season
339,05/03/2026,17:45 EDT,Crane,FC Columbia (2026) U10 Boys Blue Div 4,18,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),0,St Joseph Spiritual Center Mavis Fields - U10 Left Game Field,Division 4,10,Male,"",CDYSL 2026 Spring Season
115,05/04/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U8 Boys Gunners (Spring 2026),25,Ballston Spa,Ballston Spa Soccer Club U8 Co-ED C Pumas,9,MSYSL Fields - Field 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
553,05/05/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Boys Gunners (Spring 2026),4,Ballston Spa,Ballston Spa Soccer Club U12 Boys C,1,MSYSL Fields - Field 3,Division 3,12,Male,"",CDYSL 2026 Spring Season
633,05/05/2026,18:30 EDT,Clifton Park,CPSC U12 Boys Yellow Jackets 25/26,1,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),2,Clifton Common  - 5B,Division 4,12,Male,"",CDYSL 2026 Spring Season
1205,05/05/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),2,FC Dutchmen,FC Dutchmen Surf RISING 2016 boys,12,MSYSL Fields - Field 2,Division 3,10,Male,"",CDYSL 2026 Spring Season
447,05/07/2026,18:30 EDT,Crane,FC Columbia (2026) U10 Girls Div 4,1,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),10,St Joseph Spiritual Center Mavis Fields - U10 Left Game Field,Division 4,10,Female,"",CDYSL 2026 Spring Season
158,05/09/2026,12:00 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),0,Calcio United SC,Calcio United U14G,0,Golden Goal Sports Park - Field 7,U14 Girls Blue A,14,Female,"",Mountain Mayhem Tournament ' 26
116,05/09/2026,12:15 EDT,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),1,United Soccer Group,USG 2015 Girls Black,1, Ridge/Jenkinsville - Field 4,U12 Girls Red B,12,Female,"",Mountain Mayhem Tournament ' 26
118,05/09/2026,12:45 EDT,Arlington Youth Soccer,Arlignton Soccer U12 Girls Spring 26,2,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),3, Ridge/Jenkinsville - Field 4,U12 Girls Red B,12,Female,"",Mountain Mayhem Tournament ' 26
159,05/09/2026,12:45 EDT,Plattsburgh FC,U14G Blizzards,0,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),3,Golden Goal Sports Park - Field 6,U14 Girls Blue A,14,Female,"",Mountain Mayhem Tournament ' 26
123,05/09/2026,13:15 EDT,Calcio United SC,Calcio United U12G,2,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),1, Ridge/Jenkinsville - Field 4,U12 Girls Red B,12,Female,"",Mountain Mayhem Tournament ' 26
161,05/09/2026,13:30 EDT,Queen City FC,Queen City FC Adirondack U13 Girls (Light),1,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),2,Golden Goal Sports Park - Field 6,U14 Girls Blue A,14,Female,"",Mountain Mayhem Tournament ' 26
121,05/09/2026,13:45 EDT,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),0,Greenbush Soccer Club,Greenbush SC Girls 2014/2015 Green,4, Ridge/Jenkinsville - Field 3,U12 Girls Red B,12,Female,"",Mountain Mayhem Tournament ' 26
164,05/09/2026,14:30 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),4,Queen City FC,Queen City FC Adirondack U13 Girls (Light),0,Golden Goal Sports Park - Field 7,U14 Girls Blue A,14,Female,"",Mountain Mayhem Tournament ' 26
1025,05/10/2026,14:45 EDT,Berkshire Ajax Soccer Club,Berkshire Ajax U16 Girls,0,Mechanicville-Stillwater,MSUSC U16 Girls (Spring 2026),1,Williams College - Farley Lamb Field,U16G Bracket,16,Female,"",CDYSL 2026 Spring Season
733,05/10/2026,17:45 EDT,Rip Van Winkle,RVW U12 Girls Spring Travel 2026,2,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),1,Rip Van Winkle Soccer Field - Field 3,Division 4,12,Female,"",CDYSL 2026 Spring Season
122,05/11/2026,18:30 EDT,Saratoga-Wilton,SWSC U8 Girls White,1,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),12,Gavin Park - 3D,Division 3,8,Coed,"",CDYSL 2026 Spring Season
121,05/11/2026,18:30 EDT,Averill Park,Averill Park Football Club U8 Coed,4,Mechanicville-Stillwater,MSUSC U8 Boys Gunners (Spring 2026),25,Algonquin Middle School - U8 Fields,Division 3,8,Coed,"",CDYSL 2026 Spring Season
439,05/11/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),2,Clifton Park,CPSC U10 Girls Shooting Stars 25/26,1,MSYSL Fields - Field 2,Division 4,10,Female,"",CDYSL 2026 Spring Season
1295,05/11/2026,18:30 EDT,"Otsego United Soccer, Inc. ",Otsego United U17 Boys Spring '26,3,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),1,Ryder Elementary School - Ryder Elementary School Field 1,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
1212,05/12/2026,18:30 EDT,Colonie,Colonie U10 Boys Garnet,3,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),5,lisha kill sports complex Colonie Soccer Club - 7,Division 3,10,Male,"",CDYSL 2026 Spring Season
643,05/12/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),4,Averill Park,Averill Park Football Club U12 Boys Endurance,0,MSYSL Fields - Field 3,Division 4,12,Male,"",CDYSL 2026 Spring Season
352,05/12/2026,18:30 EDT,Greenbush Soccer Club,Greenbush SC Boys 2016 (U10)-Black,9,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),3,Greenbush Soccer Complex - 	GYSC Field 2A,Division 4,10,Male,"",CDYSL 2026 Spring Season
452,05/14/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),6,Ballston Spa,Ballston Spa Soccer Club U10 Girls C Blaze,1,MSYSL Fields - Field 2,Division 4,10,Female,"",CDYSL 2026 Spring Season
735,05/15/2026,18:30 EDT,RCS Soccer Club,2014/15 RCS Girls,0,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),1,Coeyman's Landing - Coeyman's Landing Field 2,Division 4,12,Female,"",CDYSL 2026 Spring Season
1284,05/16/2026,13:00 EDT,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),2,Fulton United,Force M U18B,0,MSYSL Fields - Field 4,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
901,05/16/2026,14:45 EDT,Fifty Football Club,Fifty FC U14 Girls 25-26,,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,Maalwyk Park - Field 2 - Full Field,Division 2,14,Female,Canceled,CDYSL 2026 Spring Season
1299,05/17/2026,13:00 EDT,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),10,Galway,Galway Soccer Club 18u Boys,1,MSYSL Fields - Field 4,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
1029,05/17/2026,14:45 EDT,Mechanicville-Stillwater,MSUSC U16 Girls (Spring 2026),5,Catskill Soccer Club,Catskill U16 Girls Soccer,0,MSYSL Fields - Field 4,U16G Bracket,16,Female,"",CDYSL 2026 Spring Season
905,05/17/2026,16:15 EDT,Capital CIty FC,Capital City U14 Girls Courage,0,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),7,Lansingburgh HS  - Field 1 - turf,Division 2,14,Female,"",CDYSL 2026 Spring Season
813,05/17/2026,17:45 EDT,Saints FC,Union,0,Mechanicville-Stillwater,MSUSC U14 Boys (Spring 2026),1,North Colonie Soccer Complex - Field 2,Division 3,14,Male,"",CDYSL 2026 Spring Season
652,05/17/2026,17:45 EDT,FC Dutchmen,FC Dutchmen Surf ROWDIES 2015 boys,5,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),1,Dicaprio Park - Field 8,Division 4,12,Male,"",CDYSL 2026 Spring Season
571,05/19/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Boys Gunners (Spring 2026),,Averill Park,Averill Park Football Club U12 Boys Mighty,,MSYSL Fields - Field 3,Division 3,12,Male,"",CDYSL 2026 Spring Season
363,05/19/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),,Saratoga-Wilton,SWSC U9/10 Boys White,,MSYSL Fields - Field 2,Division 4,10,Male,"",CDYSL 2026 Spring Season
130,05/19/2026,18:30 EDT,Clifton Park,CPSC Evolution U8 Grey 25/26,,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),,Clifton Common  - U8 B,Division 3,8,Coed,"",CDYSL 2026 Spring Season
897,05/20/2026,18:30 EDT,Empire State Youth Soccer Club,970 United Girls U14B Yellow,,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,Shenendehowa High School - Turf Field 13,Division 2,14,Female,"",CDYSL 2026 Spring Season
752,05/20/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),,FC Dutchmen,FC Dutchmen Surf BLUE SKY 2014 girls,,MSYSL Fields - Field 3,Division 4,12,Female,"",CDYSL 2026 Spring Season
458,05/21/2026,18:30 EDT,Fifty Football Club,Fifty FC U10 Girls 25-26,,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),,Maalwyk Park - Field 7,Division 4,10,Female,"",CDYSL 2026 Spring Season
1301,05/22/2026,18:30 EDT,Northern United Soccer Club,U19B White Lightning,,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),, Ridge/Jenkinsville - Field 2,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
562,05/23/2026,13:00 EDT,Crane,FC Columbia (2026) U12 Boys Red Div 3,,Mechanicville-Stillwater,MSUSC U12 Boys Gunners (Spring 2026),,St Joseph Spiritual Center Mavis Fields - U12 Game Field,Division 3,12,Male,"",CDYSL 2026 Spring Season
1230,05/26/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),,New York Elite Alleycats,New York Elite Alleycats FC 2017 Gray,,MSYSL Fields - Field 2,Division 3,10,Male,"",CDYSL 2026 Spring Season
580,05/26/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Boys Gunners (Spring 2026),,Saratoga-Wilton,SWSC U12 Boys White,,MSYSL Fields - Field 3,Division 3,12,Male,"",CDYSL 2026 Spring Season
662,05/26/2026,18:30 EDT,Colonie,Colonie U12 Boys Garnet,,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),,lisha kill sports complex Colonie Soccer Club - 9,Division 4,12,Male,"",CDYSL 2026 Spring Season
908,05/27/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,Rush NY- Albany,Albany Rush 2012/13 Girls,,MSYSL Fields - Field 4,Division 2,14,Female,"",CDYSL 2026 Spring Season
760,05/27/2026,18:30 EDT,Rip Van Winkle,RVW U12 Girls Spring Travel 2026,,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),,Rip Van Winkle Soccer Field - Field 3,Division 4,12,Female,"",CDYSL 2026 Spring Season
1034,05/27/2026,18:30 EDT,Niskayuna Soccer Club,Niskayuna U16 Girls 2025-26,,Mechanicville-Stillwater,MSUSC U16 Girls (Spring 2026),,Niskayuna Soccer Complex at Zenner Rd - Field 2,U16G Bracket,16,Female,"",CDYSL 2026 Spring Season
465,05/28/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),,RCS Soccer Club,2017/18 RCS Girls,,MSYSL Fields - Field 2,Division 4,10,Female,"",CDYSL 2026 Spring Season
818,05/28/2026,18:30 EDT,FC Dutchmen,FC Dutchmen Surf STRIKERS 2012 boys NPL,,Mechanicville-Stillwater,MSUSC U14 Boys (Spring 2026),,Dicaprio Park - Field 3,Division 3,14,Male,"",CDYSL 2026 Spring Season
767,05/29/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),,Albany SC,Blue Jays - Albany Soccer Club,,MSYSL Fields - Field 3,Division 4,12,Female,"",CDYSL 2026 Spring Season
135,05/30/2026,10:00 EDT,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),,FC Dutchmen,FC Dutchmen Suf WAVE 2018 girls,,MSYSL Fields - Field 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
133,05/30/2026,10:00 EDT,FC Dutchmen,FC Dutchmen Surf SHARKS 2018 boys,,Mechanicville-Stillwater,MSUSC U8 Boys Gunners (Spring 2026),,Dicaprio Park - Field 2,Division 3,8,Coed,"",CDYSL 2026 Spring Season
1308,05/31/2026,13:00 EDT,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),,Capital CIty FC,Capital City U17 Boys Integrity,,MSYSL Fields - Field 4,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
1038,05/31/2026,14:45 EDT,Mechanicville-Stillwater,MSUSC U16 Girls (Spring 2026),,Rip Van Winkle,RVW U16 Girls Spring 2026,,MSYSL Fields - Field 4,U16G Bracket,16,Female,"",CDYSL 2026 Spring Season
889,05/31/2026,16:15 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,FC Dutchmen,FC Dutchmen Surf STORM 2013g DPL,,MSYSL Fields - Field 4,Division 2,14,Female,Rescheduled,CDYSL 2026 Spring Season
820,05/31/2026,17:45 EDT,Mechanicville-Stillwater,MSUSC U14 Boys (Spring 2026),,Colonie,Colonie U14 Boys Garnet,,MSYSL Fields - Field 4,Division 3,14,Male,"",CDYSL 2026 Spring Season
405,05/31/2026,17:45 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),,Greenbush Soccer Club,Greenbush SC Boys 2016 (U10)-Black,,MSYSL Fields - Field 2,Division 4,10,Male,"",CDYSL 2026 Spring Season
141,06/01/2026,18:30 EDT,New Scotland,New Scotland SC U8 coed,,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),,Stephen P Wallace Park - 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
388,06/02/2026,18:30 EDT,Niskayuna Soccer Club,Niskayuna U9 Boys White 2025-26,,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),,Niskayuna Soccer Complex at Zenner Rd - Field 5B,Division 4,10,Male,"",CDYSL 2026 Spring Season
1241,06/02/2026,18:30 EDT,Rip Van Winkle,RVW U10 Boys I Spring 2026,,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),,Rip Van Winkle Soccer Field - Field 2,Division 3,10,Male,"",CDYSL 2026 Spring Season
911,06/03/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,Fifty Football Club,Fifty FC U14 Girls 25-26,,MSYSL Fields - Field 4,Division 2,14,Female,"",CDYSL 2026 Spring Season
469,06/04/2026,18:30 EDT,Saratoga-Wilton,SWSC U9 Girls,,Mechanicville-Stillwater,MSUSC U10 Girls (Spring 2026),,Gavin Park - 3A,Division 4,10,Female,"",CDYSL 2026 Spring Season
673,06/04/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),,Clifton Park,CPSC U12 Boys Yellow Jackets 25/26,,MSYSL Fields - Field 3,Division 4,12,Male,"",CDYSL 2026 Spring Season
589,06/05/2026,18:30 EDT,Ballston Spa,Ballston Spa Soccer Club U12 Boys C,,Mechanicville-Stillwater,MSUSC U12 Boys Gunners (Spring 2026),,Luther Forest Athletic Fields  - U12 FIELD 2,Division 3,12,Male,"",CDYSL 2026 Spring Season
399,06/05/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Lions (Spring 2026),,Crane,FC Columbia (2026) U10 Boys Blue Div 4,,MSYSL Fields - Field 2,Division 4,10,Male,"",CDYSL 2026 Spring Season
117,06/06/2026,10:00 EDT,Mechanicville-Stillwater,MSUSC U8 Girls Cherries (Spring 2026),,New Scotland,New Scotland SC U8 coed,,MSYSL Fields - Field 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
720,06/06/2026,14:45 EDT,Crane,FC Columbia (2026) U12 Girls Div 4,,Mechanicville-Stillwater,MSUSC U12 Girls (Spring 2026),,St Joseph Spiritual Center Mavis Fields - U12 Game Field,Division 4,12,Female,,CDYSL 2026 Spring Season
1312,06/07/2026,13:00 EDT,Fulton United,Force M U18B,,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),,Mayfield High School - Mayfield HS,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
914,06/07/2026,16:15 EDT,Mechanicville-Stillwater,MSUSC U14 Girls (Spring 2026),,Empire State Youth Soccer Club,970 United Girls U14B Yellow,,MSYSL Fields - Field 4,Division 2,14,Female,"",CDYSL 2026 Spring Season
823,06/07/2026,17:45 EDT,FC Dutchmen,FC Dutchmen Surf RIPTIDE 2013 boys NPL,,Mechanicville-Stillwater,MSUSC U14 Boys (Spring 2026),,Dicaprio Park - Field 3,Division 3,14,Male,"",CDYSL 2026 Spring Season
683,06/07/2026,17:45 EDT,Averill Park,Averill Park Football Club U12 Boys Endurance,,Mechanicville-Stillwater,MSUSC U12 Boys Reds (Spring 2026),,Algonquin Middle School - U12 Field,Division 4,12,Male,"",CDYSL 2026 Spring Season
144,06/08/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U8 Boys Gunners (Spring 2026),,Saratoga-Wilton,SWSC U8 Boys White,,MSYSL Fields - Field 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
1249,06/09/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U10 Boys Gunners (Spring 2026),,Albany SC,Eagles - Albany Soccer Club,,MSYSL Fields - Field 2,Division 3,10,Male,"",CDYSL 2026 Spring Season
1286,06/10/2026,18:30 EDT,Fulton United,Force N U18B,,Mechanicville-Stillwater,MSUSC U17 Boys (Spring 2026),,Prospect Hill Cemetery - Prospect Hill Cemetery Field,HS Boys Div 4,19,Male,"",CDYSL 2026 Spring Season
139,06/11/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U8 Boys Gunners (Spring 2026),,Colonie,Colonie U8 Boys Garnet,,MSYSL Fields - Field 1,Division 3,8,Coed,"",CDYSL 2026 Spring Season
1041,06/11/2026,18:30 EDT,Mechanicville-Stillwater,MSUSC U16 Girls (Spring 2026),,Capital CIty FC,Capital City FC U16 Girls Integrity - CDYSL,,MSYSL Fields - Field 4,U16G Bracket,16,Female,"",CDYSL 2026 Spring Season
